predicted,real,reducedByNumber,reducedByPercent,MSEValue,RMSEValue,MAEValue
5.104273504273504,3.0,10,0.1,1.0066485010275747,1.003318743484629,0.7683384005827298
4.702099591230026,3.0,10,0.1,1.0066485010275747,1.003318743484629,0.7683384005827298
4.9454106280193235,5.0,10,0.1,1.0066485010275747,1.003318743484629,0.7683384005827298
5.634722222222223,5.0,10,0.1,1.0066485010275747,1.003318743484629,0.7683384005827298
4.686765535168452,5.0,10,0.1,1.0066485010275747,1.003318743484629,0.7683384005827298
4.653746667243923,4.0,10,0.1,1.0066485010275747,1.003318743484629,0.7683384005827298
4.403746667243923,4.0,10,0.1,1.0066485010275747,1.003318743484629,0.7683384005827298
4.387852491690191,4.0,10,0.1,1.0066485010275747,1.003318743484629,0.7683384005827298
5.202099591230026,4.0,10,0.1,1.0066485010275747,1.003318743484629,0.7683384005827298
3.7729805661187426,4.0,10,0.1,1.0066485010275747,1.003318743484629,0.7683384005827298
4.216189336103959,3.0,20,0.2,1.1446458456363173,1.0698812296868832,0.8764646387055735
4.861993192554159,3.0,20,0.2,1.1446458456363173,1.0698812296868832,0.8764646387055735
4.435626493118745,5.0,20,0.2,1.1446458456363173,1.0698812296868832,0.8764646387055735
4.0375,5.0,20,0.2,1.1446458456363173,1.0698812296868832,0.8764646387055735
4.277024303520307,5.0,20,0.2,1.1446458456363173,1.0698812296868832,0.8764646387055735
4.499619739214143,4.0,20,0.2,1.1446458456363173,1.0698812296868832,0.8764646387055735
4.54958390966258,4.0,20,0.2,1.1446458456363173,1.0698812296868832,0.8764646387055735
4.508766695294275,4.0,20,0.2,1.1446458456363173,1.0698812296868832,0.8764646387055735
3.472502895193978,4.0,20,0.2,1.1446458456363173,1.0698812296868832,0.8764646387055735
3.861214200362877,4.0,20,0.2,1.1446458456363173,1.0698812296868832,0.8764646387055735
4.453504810453584,5.0,20,0.2,1.1446458456363173,1.0698812296868832,0.8764646387055735
4.972502895193978,3.0,20,0.2,1.1446458456363173,1.0698812296868832,0.8764646387055735
4.472502895193978,3.0,20,0.2,1.1446458456363173,1.0698812296868832,0.8764646387055735
3.472502895193978,5.0,20,0.2,1.1446458456363173,1.0698812296868832,0.8764646387055735
4.270509708737864,4.0,20,0.2,1.1446458456363173,1.0698812296868832,0.8764646387055735
4.0375,4.0,20,0.2,1.1446458456363173,1.0698812296868832,0.8764646387055735
4.0375,4.0,20,0.2,1.1446458456363173,1.0698812296868832,0.8764646387055735
4.0375,3.0,20,0.2,1.1446458456363173,1.0698812296868832,0.8764646387055735
4.0375,2.0,20,0.2,1.1446458456363173,1.0698812296868832,0.8764646387055735
4.0375,3.0,20,0.2,1.1446458456363173,1.0698812296868832,0.8764646387055735
4.25011790753253,3.0,30,0.30000000000000004,0.9075150939066822,0.9526358663763832,0.7298637838346974
4.895921763982731,3.0,30,0.30000000000000004,0.9075150939066822,0.9526358663763832,0.7298637838346974
4.4695550645473165,5.0,30,0.30000000000000004,0.9075150939066822,0.9526358663763832,0.7298637838346974
4.071428571428571,5.0,30,0.30000000000000004,0.9075150939066822,0.9526358663763832,0.7298637838346974
4.257257610435306,5.0,30,0.30000000000000004,0.9075150939066822,0.9526358663763832,0.7298637838346974
4.340825818261785,4.0,30,0.30000000000000004,0.9075150939066822,0.9526358663763832,0.7298637838346974
4.687534672491983,4.0,30,0.30000000000000004,0.9075150939066822,0.9526358663763832,0.7298637838346974
4.6221142622416505,4.0,30,0.30000000000000004,0.9075150939066822,0.9526358663763832,0.7298637838346974
3.5064314666225496,4.0,30,0.30000000000000004,0.9075150939066822,0.9526358663763832,0.7298637838346974
3.7231594153420726,4.0,30,0.30000000000000004,0.9075150939066822,0.9526358663763832,0.7298637838346974
4.5609563896637,5.0,30,0.30000000000000004,0.9075150939066822,0.9526358663763832,0.7298637838346974
5.00643146662255,3.0,30,0.30000000000000004,0.9075150939066822,0.9526358663763832,0.7298637838346974
4.50643146662255,3.0,30,0.30000000000000004,0.9075150939066822,0.9526358663763832,0.7298637838346974
3.5064314666225496,5.0,30,0.30000000000000004,0.9075150939066822,0.9526358663763832,0.7298637838346974
4.071428571428571,4.0,30,0.30000000000000004,0.9075150939066822,0.9526358663763832,0.7298637838346974
4.071428571428571,4.0,30,0.30000000000000004,0.9075150939066822,0.9526358663763832,0.7298637838346974
4.071428571428571,4.0,30,0.30000000000000004,0.9075150939066822,0.9526358663763832,0.7298637838346974
4.071428571428571,3.0,30,0.30000000000000004,0.9075150939066822,0.9526358663763832,0.7298637838346974
4.071428571428571,2.0,30,0.30000000000000004,0.9075150939066822,0.9526358663763832,0.7298637838346974
4.071428571428571,3.0,30,0.30000000000000004,0.9075150939066822,0.9526358663763832,0.7298637838346974
4.071428571428571,4.0,30,0.30000000000000004,0.9075150939066822,0.9526358663763832,0.7298637838346974
4.071428571428571,4.0,30,0.30000000000000004,0.9075150939066822,0.9526358663763832,0.7298637838346974
4.071428571428571,3.0,30,0.30000000000000004,0.9075150939066822,0.9526358663763832,0.7298637838346974
4.071428571428571,3.0,30,0.30000000000000004,0.9075150939066822,0.9526358663763832,0.7298637838346974
4.071428571428571,4.0,30,0.30000000000000004,0.9075150939066822,0.9526358663763832,0.7298637838346974
3.753184713375796,3.0,30,0.30000000000000004,0.9075150939066822,0.9526358663763832,0.7298637838346974
4.071428571428571,5.0,30,0.30000000000000004,0.9075150939066822,0.9526358663763832,0.7298637838346974
4.071428571428571,4.0,30,0.30000000000000004,0.9075150939066822,0.9526358663763832,0.7298637838346974
4.071428571428571,4.0,30,0.30000000000000004,0.9075150939066822,0.9526358663763832,0.7298637838346974
4.071428571428571,4.0,30,0.30000000000000004,0.9075150939066822,0.9526358663763832,0.7298637838346974
4.1286893361039585,3.0,40,0.4,1.0734587360241095,1.0360785375752697,0.8366475126761795
4.8805622959788115,3.0,40,0.4,1.0734587360241095,1.0360785375752697,0.8366475126761795
3.715179235093858,5.0,40,0.4,1.0734587360241095,1.0360785375752697,0.8366475126761795
4.178506787330317,5.0,40,0.4,1.0734587360241095,1.0360785375752697,0.8366475126761795
4.082321826770601,5.0,40,0.4,1.0734587360241095,1.0360785375752697,0.8366475126761795
4.715179235093858,4.0,40,0.4,1.0734587360241095,1.0360785375752697,0.8366475126761795
4.464360616796584,4.0,40,0.4,1.0734587360241095,1.0360785375752697,0.8366475126761795
4.885002895193979,4.0,40,0.4,1.0734587360241095,1.0360785375752697,0.8366475126761795
3.1615705575802995,4.0,40,0.4,1.0734587360241095,1.0360785375752697,0.8366475126761795
3.4823218267706006,4.0,40,0.4,1.0734587360241095,1.0360785375752697,0.8366475126761795
4.52449319255416,5.0,40,0.4,1.0734587360241095,1.0360785375752697,0.8366475126761795
4.885002895193979,3.0,40,0.4,1.0734587360241095,1.0360785375752697,0.8366475126761795
4.385002895193979,3.0,40,0.4,1.0734587360241095,1.0360785375752697,0.8366475126761795
3.3850028951939786,5.0,40,0.4,1.0734587360241095,1.0360785375752697,0.8366475126761795
3.95,4.0,40,0.4,1.0734587360241095,1.0360785375752697,0.8366475126761795
3.95,4.0,40,0.4,1.0734587360241095,1.0360785375752697,0.8366475126761795
3.95,4.0,40,0.4,1.0734587360241095,1.0360785375752697,0.8366475126761795
3.95,3.0,40,0.4,1.0734587360241095,1.0360785375752697,0.8366475126761795
3.95,2.0,40,0.4,1.0734587360241095,1.0360785375752697,0.8366475126761795
3.95,3.0,40,0.4,1.0734587360241095,1.0360785375752697,0.8366475126761795
3.95,4.0,40,0.4,1.0734587360241095,1.0360785375752697,0.8366475126761795
3.95,4.0,40,0.4,1.0734587360241095,1.0360785375752697,0.8366475126761795
3.95,3.0,40,0.4,1.0734587360241095,1.0360785375752697,0.8366475126761795
3.95,3.0,40,0.4,1.0734587360241095,1.0360785375752697,0.8366475126761795
3.2147058823529413,4.0,40,0.4,1.0734587360241095,1.0360785375752697,0.8366475126761795
3.4563694267515928,3.0,40,0.4,1.0734587360241095,1.0360785375752697,0.8366475126761795
3.95,5.0,40,0.4,1.0734587360241095,1.0360785375752697,0.8366475126761795
3.95,4.0,40,0.4,1.0734587360241095,1.0360785375752697,0.8366475126761795
3.95,4.0,40,0.4,1.0734587360241095,1.0360785375752697,0.8366475126761795
3.95,4.0,40,0.4,1.0734587360241095,1.0360785375752697,0.8366475126761795
4.214705882352941,5.0,40,0.4,1.0734587360241095,1.0360785375752697,0.8366475126761795
3.95,5.0,40,0.4,1.0734587360241095,1.0360785375752697,0.8366475126761795
4.553950761446018,4.0,40,0.4,1.0734587360241095,1.0360785375752697,0.8366475126761795
2.2147058823529413,5.0,40,0.4,1.0734587360241095,1.0360785375752697,0.8366475126761795
4.214705882352941,5.0,40,0.4,1.0734587360241095,1.0360785375752697,0.8366475126761795
3.95,4.0,40,0.4,1.0734587360241095,1.0360785375752697,0.8366475126761795
3.95,5.0,40,0.4,1.0734587360241095,1.0360785375752697,0.8366475126761795
3.95,5.0,40,0.4,1.0734587360241095,1.0360785375752697,0.8366475126761795
3.95,5.0,40,0.4,1.0734587360241095,1.0360785375752697,0.8366475126761795
3.95,5.0,40,0.4,1.0734587360241095,1.0360785375752697,0.8366475126761795
4.118689336103959,3.0,50,0.5,1.1310479074071846,1.0635073612378922,0.8336238924938848
4.870562295978812,3.0,50,0.5,1.1310479074071846,1.0635073612378922,0.8336238924938848
3.705179235093858,5.0,50,0.5,1.1310479074071846,1.0635073612378922,0.8336238924938848
4.168506787330317,5.0,50,0.5,1.1310479074071846,1.0635073612378922,0.8336238924938848
4.0723218267706,5.0,50,0.5,1.1310479074071846,1.0635073612378922,0.8336238924938848
4.7051792350938575,4.0,50,0.5,1.1310479074071846,1.0635073612378922,0.8336238924938848
4.454360616796584,4.0,50,0.5,1.1310479074071846,1.0635073612378922,0.8336238924938848
4.875002895193978,4.0,50,0.5,1.1310479074071846,1.0635073612378922,0.8336238924938848
3.1515705575802992,4.0,50,0.5,1.1310479074071846,1.0635073612378922,0.8336238924938848
3.4723218267706004,4.0,50,0.5,1.1310479074071846,1.0635073612378922,0.8336238924938848
4.514493192554159,5.0,50,0.5,1.1310479074071846,1.0635073612378922,0.8336238924938848
4.875002895193978,3.0,50,0.5,1.1310479074071846,1.0635073612378922,0.8336238924938848
4.375002895193978,3.0,50,0.5,1.1310479074071846,1.0635073612378922,0.8336238924938848
3.375002895193978,5.0,50,0.5,1.1310479074071846,1.0635073612378922,0.8336238924938848
3.94,4.0,50,0.5,1.1310479074071846,1.0635073612378922,0.8336238924938848
3.94,4.0,50,0.5,1.1310479074071846,1.0635073612378922,0.8336238924938848
3.94,4.0,50,0.5,1.1310479074071846,1.0635073612378922,0.8336238924938848
3.94,3.0,50,0.5,1.1310479074071846,1.0635073612378922,0.8336238924938848
3.94,2.0,50,0.5,1.1310479074071846,1.0635073612378922,0.8336238924938848
3.94,3.0,50,0.5,1.1310479074071846,1.0635073612378922,0.8336238924938848
3.94,4.0,50,0.5,1.1310479074071846,1.0635073612378922,0.8336238924938848
3.94,4.0,50,0.5,1.1310479074071846,1.0635073612378922,0.8336238924938848
3.94,3.0,50,0.5,1.1310479074071846,1.0635073612378922,0.8336238924938848
3.94,3.0,50,0.5,1.1310479074071846,1.0635073612378922,0.8336238924938848
3.204705882352941,4.0,50,0.5,1.1310479074071846,1.0635073612378922,0.8336238924938848
3.4463694267515925,3.0,50,0.5,1.1310479074071846,1.0635073612378922,0.8336238924938848
3.94,5.0,50,0.5,1.1310479074071846,1.0635073612378922,0.8336238924938848
3.94,4.0,50,0.5,1.1310479074071846,1.0635073612378922,0.8336238924938848
3.94,4.0,50,0.5,1.1310479074071846,1.0635073612378922,0.8336238924938848
3.94,4.0,50,0.5,1.1310479074071846,1.0635073612378922,0.8336238924938848
4.2047058823529415,5.0,50,0.5,1.1310479074071846,1.0635073612378922,0.8336238924938848
3.94,5.0,50,0.5,1.1310479074071846,1.0635073612378922,0.8336238924938848
4.543950761446018,4.0,50,0.5,1.1310479074071846,1.0635073612378922,0.8336238924938848
2.204705882352941,5.0,50,0.5,1.1310479074071846,1.0635073612378922,0.8336238924938848
4.2047058823529415,5.0,50,0.5,1.1310479074071846,1.0635073612378922,0.8336238924938848
3.94,4.0,50,0.5,1.1310479074071846,1.0635073612378922,0.8336238924938848
3.94,5.0,50,0.5,1.1310479074071846,1.0635073612378922,0.8336238924938848
3.94,5.0,50,0.5,1.1310479074071846,1.0635073612378922,0.8336238924938848
3.94,5.0,50,0.5,1.1310479074071846,1.0635073612378922,0.8336238924938848
3.94,5.0,50,0.5,1.1310479074071846,1.0635073612378922,0.8336238924938848
3.94,5.0,50,0.5,1.1310479074071846,1.0635073612378922,0.8336238924938848
3.94,5.0,50,0.5,1.1310479074071846,1.0635073612378922,0.8336238924938848
3.94,4.0,50,0.5,1.1310479074071846,1.0635073612378922,0.8336238924938848
3.94,4.0,50,0.5,1.1310479074071846,1.0635073612378922,0.8336238924938848
