predicted,real,reducedByNumber,reducedByPercent,MSEValue,RMSEValue,MAEValue
4.388593128695071,3.0,10,0.1,0.6196467333986839,0.7871764309217368,0.5731002786349338
4.703988820839363,3.0,10,0.1,0.6196467333986839,0.7871764309217368,0.5731002786349338
4.58467645012719,5.0,10,0.1,0.6196467333986839,0.7871764309217368,0.5731002786349338
4.350300631435057,5.0,10,0.1,0.6196467333986839,0.7871764309217368,0.5731002786349338
4.701174038571284,5.0,10,0.1,0.6196467333986839,0.7871764309217368,0.5731002786349338
4.773414190271006,4.0,10,0.1,0.6196467333986839,0.7871764309217368,0.5731002786349338
4.119682075184312,4.0,10,0.1,0.6196467333986839,0.7871764309217368,0.5731002786349338
4.136469571256911,4.0,10,0.1,0.6196467333986839,0.7871764309217368,0.5731002786349338
4.221668143128938,4.0,10,0.1,0.6196467333986839,0.7871764309217368,0.5731002786349338
3.9766620228927323,4.0,10,0.1,0.6196467333986839,0.7871764309217368,0.5731002786349338
4.388593128695071,3.0,20,0.2,0.9615610179533511,0.980592177183436,0.810569445088408
4.629539278828577,3.0,20,0.2,0.9615610179533511,0.980592177183436,0.810569445088408
4.679277007586621,5.0,20,0.2,0.9615610179533511,0.980592177183436,0.810569445088408
4.440765392809358,5.0,20,0.2,0.9615610179533511,0.980592177183436,0.810569445088408
4.804680229174878,5.0,20,0.2,0.9615610179533511,0.980592177183436,0.810569445088408
4.778280053979957,4.0,20,0.2,0.9615610179533511,0.980592177183436,0.810569445088408
4.215082774404026,4.0,20,0.2,0.9615610179533511,0.980592177183436,0.810569445088408
4.136469571256911,4.0,20,0.2,0.9615610179533511,0.980592177183436,0.810569445088408
4.308653825811095,4.0,20,0.2,0.9615610179533511,0.980592177183436,0.810569445088408
3.7522046037332966,4.0,20,0.2,0.9615610179533511,0.980592177183436,0.810569445088408
4.416686750273472,5.0,20,0.2,0.9615610179533511,0.980592177183436,0.810569445088408
4.213866846100756,3.0,20,0.2,0.9615610179533511,0.980592177183436,0.810569445088408
3.8855043867727663,3.0,20,0.2,0.9615610179533511,0.980592177183436,0.810569445088408
3.809612527346317,5.0,20,0.2,0.9615610179533511,0.980592177183436,0.810569445088408
3.441233194386909,4.0,20,0.2,0.9615610179533511,0.980592177183436,0.810569445088408
4.524690636710692,4.0,20,0.2,0.9615610179533511,0.980592177183436,0.810569445088408
4.808718536104973,4.0,20,0.2,0.9615610179533511,0.980592177183436,0.810569445088408
4.205870520660425,3.0,20,0.2,0.9615610179533511,0.980592177183436,0.810569445088408
4.308329146465404,2.0,20,0.2,0.9615610179533511,0.980592177183436,0.810569445088408
4.152249901288359,3.0,20,0.2,0.9615610179533511,0.980592177183436,0.810569445088408
4.30576281072807,3.0,30,0.30000000000000004,0.8441514503225785,0.9187771494342785,0.7551002896212017
4.538253229053719,3.0,30,0.30000000000000004,0.8441514503225785,0.9187771494342785,0.7551002896212017
4.679277007586621,5.0,30,0.30000000000000004,0.8441514503225785,0.9187771494342785,0.7551002896212017
4.440765392809358,5.0,30,0.30000000000000004,0.8441514503225785,0.9187771494342785,0.7551002896212017
4.800175423622598,5.0,30,0.30000000000000004,0.8441514503225785,0.9187771494342785,0.7551002896212017
4.778280053979957,4.0,30,0.30000000000000004,0.8441514503225785,0.9187771494342785,0.7551002896212017
4.310051186527238,4.0,30,0.30000000000000004,0.8441514503225785,0.9187771494342785,0.7551002896212017
4.136469571256911,4.0,30,0.30000000000000004,0.8441514503225785,0.9187771494342785,0.7551002896212017
4.308653825811095,4.0,30,0.30000000000000004,0.8441514503225785,0.9187771494342785,0.7551002896212017
3.7522046037332966,4.0,30,0.30000000000000004,0.8441514503225785,0.9187771494342785,0.7551002896212017
4.413078199193372,5.0,30,0.30000000000000004,0.8441514503225785,0.9187771494342785,0.7551002896212017
